sex,race,age,partyid,relig,numgiven,close12,close13,close14,close15,close23,close24,close25,close34,close35,close45,sex1,sex2,sex3,sex4,sex5,race1,race2,race3,race4,race5,educ1,educ2,educ3,educ4,educ5,age1,age2,age3,age4,age5,relig1,relig2,relig3,relig4,relig5
female,white,18,not str democrat,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,48,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,38,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,28,NA,NA,NA,NA,other,NA,NA,NA,NA
male,white,59,not str republican,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,56,35,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,80,strong republican,protestant,4,1,1,1,NA,1,1,NA,1,NA,NA,0,0,1,0,NA,0,0,0,0,NA,0,Some College,h.s. grad,Some College,NA,40,30,76,83,NA,protestant,protestant,protestant,protestant,NA
female,white,49,"ind,near rep",catholic,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,h.s. grad,h.s. grad,NA,NA,48,70,71,NA,NA,protestant,catholic,catholic,NA,NA
female,white,65,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,37,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,24,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,31,"ind,near rep",none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,NA,NA,none,NA,NA,NA,NA
male,white,52,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,41,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,42,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,37,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,54,"ind,near rep",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,57,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,35,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,16,NA,NA,NA,NA,none,NA,NA,NA,NA
male,white,35,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,35,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,28,not str republican,none,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Less than high school,NA,NA,NA,22,32,NA,NA,NA,none,NA,NA,NA,NA
male,white,70,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,70,strong republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,66,65,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,39,not str republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Some College,NA,NA,NA,41,65,NA,NA,NA,protestant,catholic,NA,NA,NA
male,white,83,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,54,"ind,near dem",protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,51,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,25,independent,protestant,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,63,29,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,55,not str democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,76,27,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,59,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,72,66,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,54,independent,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,55,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,74,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,43,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,40,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,62,strong republican,protestant,4,1,2,2,NA,1,2,NA,2,NA,NA,0,1,1,0,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,h.s. grad,NA,63,45,42,44,NA,protestant,protestant,protestant,protestant,NA
male,white,18,strong democrat,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,58,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,49,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,30,not str democrat,inter-nondenominational,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,33,NA,NA,NA,NA,none,NA,NA,NA,NA
male,white,26,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,45,not str republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,62,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,52,strong republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,71,strong democrat,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,91,72,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,65,strong democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,52,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,61,independent,other eastern,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,57,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,44,"ind,near rep",protestant,5,2,1,1,1,0,0,1,2,2,2,1,1,0,0,1,0,0,0,0,0,1,h.s. grad,h.s. grad,Less than high school,Grad,40,45,48,16,65,catholic,protestant,protestant,protestant,protestant
female,white,25,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,57,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,37,strong republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Less than high school,NA,NA,NA,NA,40,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,48,"ind,near rep",protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,h.s. grad,Some College,NA,NA,58,50,48,NA,NA,protestant,protestant,protestant,NA,NA
female,white,45,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,47,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,32,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,19,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,22,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,67,"ind,near dem",protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,1,h.s. grad,h.s. grad,NA,NA,57,33,27,NA,NA,protestant,protestant,protestant,NA,NA
female,white,66,strong republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Some College,Less than high school,NA,NA,73,45,60,NA,NA,protestant,protestant,protestant,NA,NA
female,white,40,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,47,NA,NA,NA,NA,none,NA,NA,NA,NA
female,black,40,strong democrat,protestant,4,2,1,1,NA,1,0,NA,2,NA,NA,1,1,1,1,NA,1,1,1,1,NA,1,Some College,Some College,h.s. grad,NA,47,49,67,44,NA,protestant,protestant,protestant,protestant,NA
female,white,28,"ind,near dem",none,3,2,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,4,0,4,NA,NA,0,Some College,Grad,NA,NA,26,53,27,NA,NA,protestant,catholic,catholic,NA,NA
female,white,34,not str republican,protestant,4,1,0,0,NA,1,2,NA,2,NA,NA,1,0,1,0,NA,0,0,0,0,NA,1,Bachelors,h.s. grad,h.s. grad,NA,33,30,27,31,NA,protestant,protestant,protestant,NA,NA
female,white,37,not str republican,protestant,4,2,1,1,NA,1,1,NA,2,NA,NA,1,1,0,1,NA,0,0,0,0,NA,1,Grad,h.s. grad,h.s. grad,NA,37,37,39,58,NA,protestant,protestant,protestant,protestant,NA
female,white,46,"ind,near dem",protestant,5,1,1,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,Some College,Some College,Some College,Less than high school,41,72,72,22,13,protestant,protestant,protestant,protestant,protestant
male,white,55,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,52,32,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,75,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,34,strong republican,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Bachelors,NA,NA,NA,29,55,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,33,not str democrat,protestant,5,0,0,1,0,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,Bachelors,Some College,Bachelors,Bachelors,40,33,32,32,34,protestant,protestant,NA,protestant,none
female,white,35,strong republican,protestant,5,1,1,2,0,2,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,Bachelors,Some College,h.s. grad,h.s. grad,35,72,65,42,41,protestant,protestant,protestant,protestant,protestant
male,white,60,"ind,near rep",protestant,3,0,1,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,Some College,Bachelors,NA,NA,56,48,52,NA,NA,NA,NA,NA,NA,NA
male,white,53,strong democrat,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,Bachelors,NA,NA,NA,55,40,NA,NA,NA,protestant,protestant,NA,NA,NA
male,white,50,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,48,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,45,not str democrat,protestant,4,2,2,2,NA,2,2,NA,2,NA,NA,1,0,1,0,NA,0,0,0,0,NA,1,Less than high school,Less than high school,Less than high school,NA,65,43,36,45,NA,protestant,protestant,protestant,protestant,NA
male,white,51,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,47,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,25,not str democrat,protestant,6,2,2,1,1,1,2,2,1,2,1,1,0,1,0,1,1,1,1,1,1,1,h.s. grad,h.s. grad,h.s. grad,h.s. grad,48,27,22,29,52,protestant,protestant,protestant,protestant,protestant
female,white,73,not str democrat,protestant,4,1,2,1,NA,2,2,NA,2,NA,NA,0,1,1,1,NA,0,0,0,0,NA,0,h.s. grad,h.s. grad,Some College,NA,48,79,50,22,NA,protestant,protestant,protestant,protestant,NA
male,white,28,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,41,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,61,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,57,strong democrat,other,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,47,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,51,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,44,not str republican,catholic,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,46,NA,NA,NA,NA,catholic,NA,NA,NA,NA
male,white,21,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,51,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,42,independent,protestant,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,4,NA,NA,NA,0,h.s. grad,NA,NA,NA,29,30,NA,NA,NA,protestant,none,NA,NA,NA
female,white,41,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,66,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,48,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,50,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,69,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,70,NA,NA,NA,NA,none,NA,NA,NA,NA
female,white,60,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,56,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,46,strong democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,76,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,33,independent,protestant,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,1,Less than high school,Less than high school,NA,NA,53,25,21,NA,NA,protestant,protestant,none,NA,NA
female,white,65,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,18,independent,christian,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,18,19,NA,NA,NA,protestant,none,NA,NA,NA
female,white,54,not str republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,other,38,independent,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,32,"ind,near rep",protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,Some College,NA,NA,NA,55,55,NA,NA,NA,protestant,protestant,NA,NA,NA
female,white,45,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,h.s. grad,NA,NA,NA,64,70,NA,NA,NA,protestant,none,NA,NA,NA
female,white,71,not str republican,catholic,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,Grad,NA,NA,NA,67,55,NA,NA,NA,protestant,catholic,NA,NA,NA
female,white,42,strong republican,protestant,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Bachelors,h.s. grad,NA,NA,44,41,65,NA,NA,protestant,protestant,protestant,NA,NA
female,white,30,strong republican,catholic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,59,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,65,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,43,strong republican,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,40,strong republican,protestant,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,1,Bachelors,Less than high school,NA,NA,40,42,62,NA,NA,protestant,other,other,NA,NA
female,black,48,strong democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,51,"ind,near rep",catholic,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,Some College,Some College,NA,NA,51,44,49,NA,NA,catholic,catholic,catholic,NA,NA
female,white,25,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,25,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,28,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,60,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,74,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,86,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,25,independent,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,56,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,white,43,"ind,near rep",protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
female,black,31,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,30,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,black,60,not str democrat,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,black,24,not str democrat,protestant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
male,white,40,not str republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,39,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,69,"ind,near rep",protestant,5,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Grad,Grad,Bachelors,NA,62,57,41,60,62,protestant,protestant,protestant,protestant,protestant
male,white,83,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,89,NA,NA,NA,NA,protestant,NA,NA,NA,NA
male,white,33,strong republican,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,33,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,41,not str democrat,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,43,NA,NA,NA,NA,protestant,NA,NA,NA,NA
female,white,42,independent,protestant,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,h.s. grad,NA,NA,NA,41,71,NA,NA,NA,protestant,protestant,NA,NA,NA
female,black,32,independent,protestant,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,catholic,NA,NA,NA,NA
